GPSTime,X-ECEF,Y-ECEF,Z-ECEF,VX-ECEF,VY-ECEF,VZ-ECEF
373098.270000,3509426.446724,779142.847216,5250998.314221,-0.001098,0.000798,0.000359
373098.280000,3509426.446712,779142.847224,5250998.314224,-0.001260,0.000812,0.000300
373098.290000,3509426.446699,779142.847233,5250998.314228,-0.001244,0.000833,0.000406
373098.300000,3509426.446687,779142.847242,5250998.314231,-0.001296,0.000975,0.000343
373098.310000,3509426.446673,779142.847251,5250998.314235,-0.001394,0.000975,0.000304
373098.320000,3509426.446660,779142.847260,5250998.314238,-0.001300,0.000810,0.000341
373098.330000,3509426.446647,779142.847269,5250998.314242,-0.001307,0.000987,0.000396
373098.340000,3509426.446633,779142.847279,5250998.314246,-0.001481,0.000977,0.000440
373098.350000,3509426.446617,779142.847289,5250998.314251,-0.001589,0.000944,0.000549
373098.360000,3509426.446601,779142.847299,5250998.314257,-0.001631,0.001050,0.000642
373098.370000,3509426.446584,779142.847310,5250998.314263,-0.001809,0.001136,0.000583
373098.380000,3509426.446566,779142.847321,5250998.314269,-0.001772,0.001047,0.000657
373098.390000,3509426.446549,779142.847331,5250998.314276,-0.001700,0.001087,0.000636
373098.400000,3509426.446531,779142.847342,5250998.314282,-0.001843,0.001134,0.000592
373098.410000,3509426.446512,779142.847354,5250998.314288,-0.002011,0.001110,0.000584
373098.420000,3509426.446491,779142.847364,5250998.314294,-0.002146,0.001063,0.000611
373098.430000,3509426.446469,779142.847375,5250998.314300,-0.002253,0.001031,0.000603
373098.440000,3509426.446446,779142.847385,5250998.314306,-0.002413,0.001024,0.000589
373098.450000,3509426.446422,779142.847395,5250998.314312,-0.002380,0.001009,0.000660
373098.460000,3509426.446397,779142.847406,5250998.314318,-0.002588,0.001114,0.000573
373098.470000,3509426.446371,779142.847417,5250998.314324,-0.002586,0.001097,0.000563
373098.480000,3509426.446345,779142.847428,5250998.314330,-0.002606,0.001139,0.000639
373098.490000,3509426.446318,779142.847440,5250998.314336,-0.002761,0.001301,0.000561
373098.500000,3509426.446290,779142.847453,5250998.314342,-0.002875,0.001286,0.000619
373098.510000,3509426.446261,779142.847466,5250998.314348,-0.002927,0.001297,0.000714
373098.520000,3509426.446231,779142.847479,5250998.314355,-0.003058,0.001341,0.000708
373098.530000,3509426.446200,779142.847492,5250998.314362,-0.003161,0.001261,0.000626
373098.540000,3509426.446169,779142.847505,5250998.314368,-0.003051,0.001172,0.000670
373098.550000,3509426.446138,779142.847517,5250998.314375,-0.003166,0.001266,0.000617
373098.560000,3509426.446105,779142.847529,5250998.314381,-0.003319,0.001171,0.000624
373098.570000,3509426.446072,779142.847541,5250998.314388,-0.003381,0.001150,0.000747
373098.580000,3509426.446038,779142.847553,5250998.314396,-0.003492,0.001250,0.000770
373098.590000,3509426.446002,779142.847565,5250998.314403,-0.003640,0.001175,0.000785
373098.600000,3509426.445965,779142.847577,5250998.314412,-0.003653,0.001242,0.000882
373098.610000,3509426.445929,779142.847590,5250998.314420,-0.003630,0.001352,0.000842
373098.620000,3509426.445893,779142.847603,5250998.314428,-0.003627,0.001391,0.000782
373098.630000,3509426.445857,779142.847617,5250998.314437,-0.003584,0.001382,0.000934
373098.640000,3509426.445820,779142.847632,5250998.314446,-0.003679,0.001540,0.000909
373098.650000,3509426.445783,779142.847647,5250998.314455,-0.003741,0.001562,0.000843
373098.660000,3509426.445746,779142.847663,5250998.314464,-0.003760,0.001477,0.000913
373098.670000,3509426.445708,779142.847678,5250998.314473,-0.003834,0.001509,0.000955
373098.680000,3509426.445669,779142.847693,5250998.314483,-0.003987,0.001490,0.001005
373098.690000,3509426.445629,779142.847707,5250998.314493,-0.003937,0.001371,0.000959
373098.700000,3509426.445589,779142.847721,5250998.314502,-0.004003,0.001460,0.000972
373098.710000,3509426.445548,779142.847735,5250998.314512,-0.004192,0.001341,0.000997
373098.720000,3509426.445507,779142.847748,5250998.314523,-0.004155,0.001339,0.001125
373098.730000,3509426.445465,779142.847762,5250998.314534,-0.004212,0.001415,0.001174
373098.740000,3509426.445422,779142.847776,5250998.314546,-0.004315,0.001418,0.001128
373098.750000,3509426.445379,779142.847790,5250998.314557,-0.004357,0.001391,0.001186
373098.760000,3509426.445335,779142.847805,5250998.314570,-0.004394,0.001481,0.001330
373098.770000,3509426.445291,779142.847819,5250998.314583,-0.004511,0.001462,0.001226
373098.780000,3509426.445245,779142.847835,5250998.314595,-0.004563,0.001549,0.001288
373098.790000,3509426.445199,779142.847850,5250998.314609,-0.004629,0.001589,0.001407
373098.800000,3509426.445152,779142.847866,5250998.314623,-0.004753,0.001541,0.001377
373098.810000,3509426.445105,779142.847881,5250998.314637,-0.004743,0.001475,0.001522
373098.820000,3509426.445057,779142.847896,5250998.314653,-0.004853,0.001584,0.001647
373098.830000,3509426.445007,779142.847913,5250998.314669,-0.005104,0.001676,0.001594
373098.840000,3509426.444956,779142.847929,5250998.314686,-0.005154,0.001632,0.001668
373098.850000,3509426.444904,779142.847946,5250998.314702,-0.005221,0.001697,0.001644
373098.860000,3509426.444851,779142.847963,5250998.314718,-0.005292,0.001811,0.001552
373098.870000,3509426.444799,779142.847981,5250998.314734,-0.005275,0.001712,0.001601
373098.880000,3509426.444745,779142.847998,5250998.314750,-0.005331,0.001693,0.001576
373098.890000,3509426.444692,779142.848015,5250998.314765,-0.005390,0.001800,0.001549
373098.900000,3509426.444638,779142.848033,5250998.314781,-0.005333,0.001779,0.001582
373098.910000,3509426.444585,779142.848051,5250998.314797,-0.005308,0.001860,0.001657
373098.920000,3509426.444531,779142.848070,5250998.314814,-0.005467,0.001896,0.001608
373098.930000,3509426.444476,779142.848089,5250998.314830,-0.005535,0.001793,0.001586
373098.940000,3509426.444421,779142.848107,5250998.314846,-0.005521,0.001845,0.001629
373098.950000,3509426.444365,779142.848126,5250998.314862,-0.005633,0.001924,0.001583
373098.960000,3509426.444309,779142.848145,5250998.314878,-0.005552,0.001860,0.001595
373098.970000,3509426.444253,779142.848164,5250998.314894,-0.005667,0.001954,0.001623
373098.980000,3509426.444196,779142.848183,5250998.314910,-0.005803,0.001969,0.001692
373098.990000,3509426.444137,779142.848202,5250998.314928,-0.005847,0.001856,0.001799
373099.000000,3509426.444079,779142.848221,5250998.314945,-0.005872,0.001856,0.001744
373099.010000,3509426.444020,779142.848240,5250998.314962,-0.005948,0.001856,0.001646
373099.020000,3509426.443960,779142.848258,5250998.314979,-0.006068,0.001804,0.001613
373099.030000,3509426.443899,779142.848276,5250998.314995,-0.006039,0.001858,0.001757
373099.040000,3509426.443838,779142.848295,5250998.315013,-0.006159,0.001956,0.001684
373099.050000,3509426.443776,779142.848314,5250998.315029,-0.006201,0.001877,0.001657
373099.060000,3509426.443714,779142.848333,5250998.315047,-0.006206,0.001911,0.001777
373099.070000,3509426.443652,779142.848352,5250998.315065,-0.006286,0.001869,0.001846
373099.080000,3509426.443588,779142.848371,5250998.315083,-0.006421,0.001868,0.001759
373099.090000,3509426.443524,779142.848390,5250998.315100,-0.006435,0.001963,0.001731
373099.100000,3509426.443460,779142.848409,5250998.315118,-0.006444,0.001913,0.001770
373099.110000,3509426.443395,779142.848428,5250998.315135,-0.006571,0.001859,0.001648
373099.120000,3509426.443329,779142.848446,5250998.315153,-0.006594,0.001735,0.001935
373099.130000,3509426.443262,779142.848464,5250998.315172,-0.006731,0.001830,0.001967
373099.140000,3509426.443194,779142.848483,5250998.315192,-0.006929,0.001876,0.001938
373099.150000,3509426.443125,779142.848502,5250998.315211,-0.006944,0.001893,0.001972
373099.160000,3509426.443055,779142.848521,5250998.315231,-0.006958,0.001982,0.001999
373099.170000,3509426.442985,779142.848541,5250998.315251,-0.007105,0.001991,0.001954
373099.180000,3509426.442914,779142.848561,5250998.315271,-0.007054,0.001996,0.002065
373099.190000,3509426.442843,779142.848581,5250998.315291,-0.007067,0.002084,0.002033
373099.200000,3509426.442771,779142.848602,5250998.315312,-0.007329,0.002133,0.002066
373099.210000,3509426.442698,779142.848623,5250998.315333,-0.007341,0.002106,0.002176
373099.220000,3509426.442624,779142.848645,5250998.315355,-0.007409,0.002152,0.002119
373099.230000,3509426.442550,779142.848666,5250998.315376,-0.007461,0.002204,0.002103
373099.240000,3509426.442475,779142.848688,5250998.315397,-0.007411,0.002160,0.002208
373099.250000,3509426.442401,779142.848711,5250998.315419,-0.007480,0.002309,0.002214
373099.260000,3509426.442325,779142.848734,5250998.315441,-0.007641,0.002289,0.002198
373099.270000,3509426.442249,779142.848757,5250998.315464,-0.007654,0.002306,0.002302
373099.280000,3509426.442172,779142.848780,5250998.315487,-0.007674,0.002463,0.002318
373099.290000,3509426.442095,779142.848805,5250998.315510,-0.007880,0.002441,0.002331
373099.300000,3509426.442015,779142.848829,5250998.315534,-0.007947,0.002427,0.002364
373099.310000,3509426.441936,779142.848854,5250998.315557,-0.007977,0.002507,0.002308
373099.320000,3509426.441855,779142.848879,5250998.315580,-0.008242,0.002538,0.002337
373099.330000,3509426.441772,779142.848904,5250998.315604,-0.008397,0.002485,0.002421
373099.340000,3509426.441687,779142.848930,5250998.315628,-0.008477,0.002572,0.002403
373099.350000,3509426.441602,779142.848955,5250998.315652,-0.008551,0.002585,0.002418
373099.360000,3509426.441517,779142.848981,5250998.315677,-0.008533,0.002545,0.002530
373099.370000,3509426.441430,779142.849007,5250998.315702,-0.008692,0.002629,0.002537
373099.380000,3509426.441343,779142.849033,5250998.315728,-0.008835,0.002649,0.002505
373099.390000,3509426.441254,779142.849060,5250998.315753,-0.008909,0.002653,0.002486
373099.400000,3509426.441165,779142.849087,5250998.315778,-0.008933,0.002822,0.002576
373099.410000,3509426.441075,779142.849115,5250998.315803,-0.009064,0.002722,0.002445
373099.420000,3509426.440984,779142.849142,5250998.315828,-0.009101,0.002704,0.002496
373099.430000,3509426.440893,779142.849169,5250998.315853,-0.009106,0.002714,0.002590
373099.440000,3509426.440801,779142.849196,5250998.315879,-0.009295,0.002713,0.002602
373099.450000,3509426.440708,779142.849223,5250998.315906,-0.009326,0.002698,0.002679
373099.460000,3509426.440614,779142.849251,5250998.315933,-0.009380,0.002870,0.002729
373099.470000,3509426.440520,779142.849280,5250998.315960,-0.009489,0.002825,0.002685
373099.480000,3509426.440426,779142.849308,5250998.315986,-0.009412,0.002774,0.002630
373099.490000,3509426.440331,779142.849336,5250998.316013,-0.009482,0.002860,0.002732
373099.500000,3509426.440236,779142.849365,5250998.316040,-0.009607,0.002895,0.002752
373099.510000,3509426.440139,779142.849393,5250998.316068,-0.009650,0.002846,0.002785
373099.520000,3509426.440043,779142.849422,5250998.316096,-0.009670,0.002862,0.002854
373099.530000,3509426.439946,779142.849451,5250998.316125,-0.009777,0.002941,0.002925
373099.540000,3509426.439847,779142.849480,5250998.316155,-0.009843,0.002996,0.002950
373099.550000,3509426.439749,779142.849510,5250998.316184,-0.009832,0.002964,0.003032
373099.560000,3509426.439650,779142.849540,5250998.316215,-0.009977,0.002954,0.003010
373099.570000,3509426.439550,779142.849569,5250998.316245,-0.010029,0.002956,0.003059
373099.580000,3509426.439450,779142.849599,5250998.316276,-0.009887,0.002920,0.003231
373099.590000,3509426.439351,779142.849628,5250998.316309,-0.010021,0.002891,0.003212
373099.600000,3509426.439250,779142.849656,5250998.316341,-0.010095,0.002834,0.003231
373099.610000,3509426.439148,779142.849686,5250998.316373,-0.010265,0.002992,0.003262
373099.620000,3509426.439045,779142.849716,5250998.316406,-0.010519,0.003081,0.003267
373099.630000,3509426.438938,779142.849747,5250998.316439,-0.010724,0.003075,0.003267
373099.640000,3509426.438831,779142.849777,5250998.316472,-0.010711,0.003051,0.003460
373099.650000,3509426.438723,779142.849808,5250998.316507,-0.010874,0.003033,0.003497
373099.660000,3509426.438614,779142.849838,5250998.316542,-0.010955,0.002936,0.003519
373099.670000,3509426.438504,779142.849867,5250998.316577,-0.011018,0.002872,0.003540
373099.680000,3509426.438394,779142.849896,5250998.316613,-0.011121,0.003001,0.003568
373099.690000,3509426.438282,779142.849926,5250998.316649,-0.011219,0.003039,0.003569
373099.700000,3509426.438169,779142.849957,5250998.316685,-0.011297,0.003042,0.003701
373099.710000,3509426.438056,779142.849988,5250998.316722,-0.011408,0.003162,0.003754
373099.720000,3509426.437941,779142.850020,5250998.316760,-0.011628,0.003253,0.003769
373099.730000,3509426.437824,779142.850052,5250998.316798,-0.011624,0.003212,0.003835
373099.740000,3509426.437708,779142.850085,5250998.316836,-0.011685,0.003342,0.003785
373099.750000,3509426.437590,779142.850118,5250998.316874,-0.011861,0.003332,0.003708
373099.760000,3509426.437471,779142.850151,5250998.316911,-0.011967,0.003316,0.003878
373099.770000,3509426.437351,779142.850185,5250998.316950,-0.012086,0.003317,0.003923
373099.780000,3509426.437229,779142.850218,5250998.316989,-0.012204,0.003275,0.003848
373099.790000,3509426.437107,779142.850250,5250998.317028,-0.012200,0.003259,0.003955
373099.800000,3509426.436984,779142.850284,5250998.317068,-0.012330,0.003479,0.003963
373099.810000,3509426.436860,779142.850319,5250998.317108,-0.012532,0.003432,0.003958
373099.820000,3509426.436735,779142.850352,5250998.317147,-0.012511,0.003341,0.004021
373099.830000,3509426.436609,779142.850386,5250998.317188,-0.012646,0.003397,0.004093
373099.840000,3509426.436482,779142.850420,5250998.317229,-0.012876,0.003402,0.004161
373099.850000,3509426.436353,779142.850454,5250998.317271,-0.012898,0.003304,0.004227
373099.860000,3509426.436224,779142.850487,5250998.317314,-0.012919,0.003463,0.004246
373099.870000,3509426.436094,779142.850523,5250998.317356,-0.013056,0.003566,0.004237
373099.880000,3509426.435963,779142.850558,5250998.317399,-0.013077,0.003556,0.004262
373099.890000,3509426.435832,779142.850594,5250998.317441,-0.013124,0.003533,0.004292
373099.900000,3509426.435700,779142.850629,5250998.317484,-0.013293,0.003605,0.004338
373099.910000,3509426.435567,779142.850665,5250998.317528,-0.013336,0.003568,0.004298
373099.920000,3509426.435433,779142.850701,5250998.317571,-0.013477,0.003684,0.004370
373099.930000,3509426.435298,779142.850738,5250998.317615,-0.013540,0.003577,0.004375
373099.940000,3509426.435162,779142.850773,5250998.317659,-0.013619,0.003510,0.004430
373099.950000,3509426.435026,779142.850809,5250998.317703,-0.013647,0.003634,0.004469
373099.960000,3509426.434888,779142.850845,5250998.317748,-0.013915,0.003635,0.004470
373099.970000,3509426.434748,779142.850881,5250998.317793,-0.014019,0.003611,0.004525
373099.980000,3509426.434608,779142.850918,5250998.317839,-0.014058,0.003652,0.004644
373099.990000,3509426.434466,779142.850955,5250998.317885,-0.014292,0.003732,0.004562
373100.000000,3509426.434323,779142.850992,5250998.317931,-0.014329,0.003628,0.004651
373100.010000,3509426.434179,779142.851028,5250998.317978,-0.014385,0.003636,0.004792
373100.020000,3509426.434035,779142.851064,5250998.318026,-0.014557,0.003634,0.004769
373100.030000,3509426.433889,779142.851100,5250998.318074,-0.014517,0.003605,0.004847
373100.040000,3509426.433744,779142.851137,5250998.318123,-0.014587,0.003655,0.004897
373100.050000,3509426.433597,779142.851172,5250998.318171,-0.014781,0.003497,0.004870
373100.060000,3509426.433449,779142.851207,5250998.318220,-0.014805,0.003460,0.004888
373100.070000,3509426.433301,779142.851242,5250998.318270,-0.014871,0.003507,0.005009
373100.080000,3509426.433151,779142.851278,5250998.318320,-0.015011,0.003603,0.004980
373100.090000,3509426.433001,779142.851314,5250998.318370,-0.015027,0.003601,0.005024
373100.100000,3509426.432851,779142.851350,5250998.318420,-0.015044,0.003675,0.005117
373100.110000,3509426.432699,779142.851387,5250998.318471,-0.015184,0.003661,0.005046
373100.120000,3509426.432548,779142.851423,5250998.318522,-0.015082,0.003544,0.005120
373100.130000,3509426.432397,779142.851458,5250998.318574,-0.015155,0.003538,0.005285
373100.140000,3509426.432245,779142.851493,5250998.318627,-0.015258,0.003514,0.005281
373100.150000,3509426.432092,779142.851528,5250998.318680,-0.015296,0.003505,0.005320
373100.160000,3509426.431939,779142.851564,5250998.318733,-0.015248,0.003555,0.005312
373100.170000,3509426.431786,779142.851599,5250998.318786,-0.015362,0.003574,0.005275
373100.180000,3509426.431632,779142.851635,5250998.318839,-0.015534,0.003503,0.005318
373100.190000,3509426.431476,779142.851670,5250998.318892,-0.015565,0.003466,0.005320
373100.200000,3509426.431320,779142.851705,5250998.318946,-0.015729,0.003537,0.005353
373100.210000,3509426.431163,779142.851740,5250998.318999,-0.015722,0.003468,0.005412
373100.220000,3509426.431005,779142.851774,5250998.319054,-0.015806,0.003452,0.005516
373100.230000,3509426.430846,779142.851809,5250998.319109,-0.015902,0.003488,0.005512
373100.240000,3509426.430687,779142.851844,5250998.319164,-0.015935,0.003494,0.005539
373100.250000,3509426.430527,779142.851879,5250998.319220,-0.016034,0.003450,0.005604
373100.260000,3509426.430367,779142.851913,5250998.319276,-0.016118,0.003425,0.005659
373100.270000,3509426.430205,779142.851947,5250998.319333,-0.016189,0.003419,0.005655
373100.280000,3509426.430043,779142.851981,5250998.319390,-0.016226,0.003435,0.005659
373100.290000,3509426.429880,779142.852016,5250998.319447,-0.016405,0.003464,0.005742
373100.300000,3509426.429715,779142.852050,5250998.319504,-0.016537,0.003376,0.005752
373100.310000,3509426.429550,779142.852084,5250998.319562,-0.016564,0.003381,0.005781
373100.320000,3509426.429383,779142.852118,5250998.319620,-0.016725,0.003363,0.005867
373100.330000,3509426.429215,779142.852152,5250998.319679,-0.016937,0.003406,0.005884
373100.340000,3509426.429045,779142.852185,5250998.319738,-0.016970,0.003386,0.005943
373100.350000,3509426.428875,779142.852220,5250998.319797,-0.017058,0.003431,0.005882
373100.360000,3509426.428704,779142.852254,5250998.319856,-0.017124,0.003385,0.005872
373100.370000,3509426.428533,779142.852288,5250998.319915,-0.017101,0.003435,0.005955
373100.380000,3509426.428362,779142.852322,5250998.319974,-0.017190,0.003443,0.005972
373100.390000,3509426.428189,779142.852356,5250998.320034,-0.017297,0.003346,0.006019
373100.400000,3509426.428016,779142.852390,5250998.320095,-0.017296,0.003462,0.006109
373100.410000,3509426.427843,779142.852425,5250998.320156,-0.017456,0.003479,0.006102
373100.420000,3509426.427667,779142.852459,5250998.320218,-0.017590,0.003437,0.006184
373100.430000,3509426.427491,779142.852494,5250998.320279,-0.017663,0.003460,0.006183
373100.440000,3509426.427313,779142.852529,5250998.320341,-0.017931,0.003518,0.006172
373100.450000,3509426.427134,779142.852564,5250998.320403,-0.017960,0.003491,0.006265
373100.460000,3509426.426954,779142.852599,5250998.320466,-0.017916,0.003581,0.006313
373100.470000,3509426.426774,779142.852635,5250998.320529,-0.018048,0.003610,0.006292
373100.480000,3509426.426594,779142.852671,5250998.320593,-0.018101,0.003664,0.006388
373100.490000,3509426.426412,779142.852708,5250998.320657,-0.018164,0.003687,0.006551
373100.500000,3509426.426229,779142.852745,5250998.320723,-0.018430,0.003742,0.006584
373100.510000,3509426.426045,779142.852783,5250998.320790,-0.018396,0.003789,0.006732
373100.520000,3509426.425861,779142.852821,5250998.320857,-0.018499,0.003828,0.006825
373100.530000,3509426.425675,779142.852860,5250998.320925,-0.018740,0.003870,0.006797
373100.540000,3509426.425487,779142.852898,5250998.320994,-0.018789,0.003808,0.006908
373100.550000,3509426.425298,779142.852937,5250998.321063,-0.018920,0.003912,0.006922
373100.560000,3509426.425108,779142.852976,5250998.321132,-0.019140,0.003881,0.006812
373100.570000,3509426.424916,779142.853014,5250998.321200,-0.019264,0.003790,0.006907
373100.580000,3509426.424724,779142.853052,5250998.321270,-0.019166,0.003758,0.006932
373100.590000,3509426.424532,779142.853089,5250998.321339,-0.019308,0.003759,0.006870
373100.600000,3509426.424339,779142.853127,5250998.321407,-0.019309,0.003693,0.006863
373100.610000,3509426.424145,779142.853163,5250998.321476,-0.019317,0.003670,0.006945
373100.620000,3509426.423952,779142.853200,5250998.321546,-0.019450,0.003712,0.006888
373100.630000,3509426.423757,779142.853237,5250998.321615,-0.019475,0.003724,0.007006
373100.640000,3509426.423562,779142.853275,5250998.321685,-0.019451,0.003709,0.007044
373100.650000,3509426.423366,779142.853312,5250998.321755,-0.019711,0.003774,0.006914
373100.660000,3509426.423169,779142.853350,5250998.321825,-0.019727,0.003738,0.007004
373100.670000,3509426.422972,779142.853387,5250998.321895,-0.019784,0.003734,0.007040
373100.680000,3509426.422773,779142.853424,5250998.321965,-0.019946,0.003779,0.006945
373100.690000,3509426.422573,779142.853463,5250998.322034,-0.020065,0.003860,0.006948
373100.700000,3509426.422373,779142.853502,5250998.322104,-0.020033,0.003926,0.006954
373100.710000,3509426.422171,779142.853541,5250998.322173,-0.020182,0.003924,0.006920
373100.720000,3509426.421970,779142.853580,5250998.322243,-0.020109,0.003805,0.006989
373100.730000,3509426.421769,779142.853618,5250998.322313,-0.020184,0.003832,0.007146
373100.740000,3509426.421566,779142.853656,5250998.322385,-0.020371,0.003784,0.007125
373100.750000,3509426.421361,779142.853693,5250998.322456,-0.020534,0.003732,0.007213
373100.760000,3509426.421156,779142.853731,5250998.322529,-0.020573,0.003844,0.007307
373100.770000,3509426.420948,779142.853770,5250998.322602,-0.020903,0.003938,0.007293
373100.780000,3509426.420739,779142.853809,5250998.322675,-0.021011,0.003872,0.007371
373100.790000,3509426.420528,779142.853848,5250998.322750,-0.021150,0.003933,0.007504
373100.800000,3509426.420315,779142.853888,5250998.322825,-0.021382,0.004040,0.007521
373100.810000,3509426.420101,779142.853928,5250998.322900,-0.021444,0.003973,0.007591
373100.820000,3509426.419887,779142.853968,5250998.322977,-0.021351,0.004014,0.007734
373100.830000,3509426.419673,779142.854009,5250998.323054,-0.021464,0.004118,0.007654
373100.840000,3509426.419457,779142.854050,5250998.323131,-0.021693,0.004127,0.007733
373100.850000,3509426.419241,779142.854091,5250998.323209,-0.021628,0.003987,0.007914
373100.860000,3509426.419024,779142.854130,5250998.323288,-0.021795,0.003960,0.007959
373100.870000,3509426.418805,779142.854170,5250998.323368,-0.021928,0.003969,0.007908
373100.880000,3509426.418585,779142.854210,5250998.323447,-0.022003,0.004011,0.007990
373100.890000,3509426.418365,779142.854250,5250998.323527,-0.022144,0.004106,0.007933
373100.900000,3509426.418143,779142.854291,5250998.323607,-0.022266,0.004031,0.008010
373100.910000,3509426.417920,779142.854331,5250998.323687,-0.022212,0.003977,0.008051
373100.920000,3509426.417697,779142.854371,5250998.323767,-0.022380,0.004040,0.008034
373100.930000,3509426.417472,779142.854412,5250998.323848,-0.022577,0.004016,0.007997
373100.940000,3509426.417246,779142.854451,5250998.323928,-0.022615,0.003954,0.008069
373100.950000,3509426.417020,779142.854491,5250998.324009,-0.022689,0.003996,0.008155
373100.960000,3509426.416792,779142.854531,5250998.324090,-0.022917,0.004008,0.008059
373100.970000,3509426.416562,779142.854571,5250998.324171,-0.022977,0.003905,0.008163
373100.980000,3509426.416332,779142.854610,5250998.324253,-0.023072,0.003867,0.008249
373100.990000,3509426.416100,779142.854648,5250998.324336,-0.023299,0.003800,0.008331
373101.000000,3509426.415867,779142.854686,5250998.324420,-0.023311,0.003729,0.008415
373101.010000,3509426.415634,779142.854723,5250998.324505,-0.023370,0.003772,0.008543
373101.020000,3509426.415399,779142.854761,5250998.324590,-0.023641,0.003741,0.008563
373101.030000,3509426.415162,779142.854798,5250998.324676,-0.023781,0.003685,0.008635
373101.040000,3509426.414923,779142.854835,5250998.324763,-0.023969,0.003674,0.008783
373101.050000,3509426.414682,779142.854871,5250998.324851,-0.024158,0.003706,0.008780
373101.060000,3509426.414440,779142.854908,5250998.324939,-0.024359,0.003682,0.008863
373101.070000,3509426.414196,779142.854945,5250998.325028,-0.024321,0.003701,0.008909
373101.080000,3509426.413952,779142.854983,5250998.325117,-0.024477,0.003778,0.008906
373101.090000,3509426.413707,779142.855020,5250998.325206,-0.024543,0.003662,0.008889
373101.100000,3509426.413462,779142.855056,5250998.325295,-0.024576,0.003597,0.008969
373101.110000,3509426.413215,779142.855092,5250998.325385,-0.024761,0.003649,0.008924
373101.120000,3509426.412967,779142.855129,5250998.325475,-0.024766,0.003577,0.009025
373101.130000,3509426.412720,779142.855165,5250998.325565,-0.024783,0.003672,0.009120
373101.140000,3509426.412471,779142.855202,5250998.325657,-0.024933,0.003716,0.009161
373101.150000,3509426.412221,779142.855239,5250998.325749,-0.025069,0.003667,0.009264
373101.160000,3509426.411970,779142.855275,5250998.325842,-0.025102,0.003641,0.009335
373101.170000,3509426.411718,779142.855312,5250998.325935,-0.025332,0.003711,0.009298
373101.180000,3509426.411464,779142.855349,5250998.326028,-0.025469,0.003751,0.009366
373101.190000,3509426.411209,779142.855387,5250998.326123,-0.025513,0.003820,0.009521
373101.200000,3509426.410953,779142.855425,5250998.326219,-0.025693,0.003840,0.009662
373101.210000,3509426.410696,779142.855463,5250998.326316,-0.025774,0.003753,0.009728
373101.220000,3509426.410438,779142.855501,5250998.326414,-0.025797,0.003810,0.009932
373101.230000,3509426.410179,779142.855539,5250998.326513,-0.026038,0.003846,0.009940
373101.240000,3509426.409917,779142.855577,5250998.326613,-0.026202,0.003698,0.009921
373101.250000,3509426.409655,779142.855614,5250998.326712,-0.026354,0.003602,0.009893
373101.260000,3509426.409390,779142.855650,5250998.326811,-0.026486,0.003621,0.009870
373101.270000,3509426.409124,779142.855685,5250998.326909,-0.026753,0.003481,0.009874
373101.280000,3509426.408856,779142.855720,5250998.327009,-0.026875,0.003423,0.010094
373101.290000,3509426.408586,779142.855755,5250998.327110,-0.027227,0.003545,0.010092
