GPSTime,X-ECEF,Y-ECEF,Z-ECEF,VX-ECEF,VY-ECEF,VZ-ECEF
373424.340000,3509420.645576,779164.506422,5250981.314848,0.002174,-0.001065,-0.001516
373424.350000,3509420.645597,779164.506411,5250981.314832,0.002154,-0.001098,-0.001563
373424.360000,3509420.645618,779164.506400,5250981.314817,0.002047,-0.001103,-0.001571
373424.370000,3509420.645639,779164.506390,5250981.314801,0.002024,-0.001021,-0.001544
373424.380000,3509420.645659,779164.506379,5250981.314785,0.002047,-0.001086,-0.001618
373424.390000,3509420.645680,779164.506368,5250981.314769,0.002095,-0.001062,-0.001691
373424.400000,3509420.645701,779164.506358,5250981.314752,0.002114,-0.001019,-0.001686
373424.410000,3509420.645722,779164.506348,5250981.314735,0.002172,-0.000971,-0.001696
373424.420000,3509420.645744,779164.506339,5250981.314718,0.002177,-0.000941,-0.001705
373424.430000,3509420.645766,779164.506329,5250981.314701,0.002176,-0.000895,-0.001748
373424.440000,3509420.645788,779164.506320,5250981.314683,0.002185,-0.000942,-0.001741
373424.450000,3509420.645809,779164.506311,5250981.314666,0.002057,-0.000945,-0.001792
373424.460000,3509420.645829,779164.506302,5250981.314648,0.002039,-0.000901,-0.001797
373424.470000,3509420.645849,779164.506293,5250981.314630,0.001970,-0.000830,-0.001684
373424.480000,3509420.645870,779164.506284,5250981.314614,0.002078,-0.000947,-0.001605
373424.490000,3509420.645891,779164.506274,5250981.314597,0.002127,-0.000959,-0.001664
373424.500000,3509420.645912,779164.506265,5250981.314581,0.002044,-0.001017,-0.001710
373424.510000,3509420.645932,779164.506254,5250981.314564,0.002103,-0.001042,-0.001672
373424.520000,3509420.645954,779164.506244,5250981.314547,0.002178,-0.001076,-0.001618
373424.530000,3509420.645975,779164.506233,5250981.314531,0.002109,-0.000990,-0.001640
373424.540000,3509420.645996,779164.506223,5250981.314515,0.002092,-0.000998,-0.001565
373424.550000,3509420.646017,779164.506213,5250981.314500,0.002092,-0.001076,-0.001428
373424.560000,3509420.646038,779164.506202,5250981.314485,0.002146,-0.001198,-0.001540
373424.570000,3509420.646060,779164.506190,5250981.314470,0.002148,-0.001185,-0.001562
373424.580000,3509420.646081,779164.506178,5250981.314455,0.002197,-0.001212,-0.001416
373424.590000,3509420.646104,779164.506166,5250981.314440,0.002274,-0.001166,-0.001492
373424.600000,3509420.646127,779164.506154,5250981.314425,0.002303,-0.001132,-0.001515
373424.610000,3509420.646149,779164.506143,5250981.314410,0.002201,-0.001230,-0.001589
373424.620000,3509420.646171,779164.506130,5250981.314394,0.002220,-0.001260,-0.001592
373424.630000,3509420.646193,779164.506117,5250981.314377,0.002192,-0.001287,-0.001700
373424.640000,3509420.646215,779164.506105,5250981.314360,0.002177,-0.001285,-0.001704
373424.650000,3509420.646236,779164.506091,5250981.314344,0.001991,-0.001425,-0.001614
373424.660000,3509420.646256,779164.506077,5250981.314327,0.002020,-0.001376,-0.001645
373424.670000,3509420.646276,779164.506063,5250981.314311,0.002037,-0.001382,-0.001652
373424.680000,3509420.646297,779164.506049,5250981.314294,0.002011,-0.001360,-0.001635
373424.690000,3509420.646317,779164.506036,5250981.314278,0.002105,-0.001373,-0.001637
373424.700000,3509420.646338,779164.506022,5250981.314261,0.002125,-0.001401,-0.001669
373424.710000,3509420.646359,779164.506008,5250981.314245,0.002081,-0.001381,-0.001687
373424.720000,3509420.646380,779164.505994,5250981.314228,0.002022,-0.001349,-0.001701
373424.730000,3509420.646400,779164.505981,5250981.314210,0.002049,-0.001341,-0.001796
373424.740000,3509420.646420,779164.505968,5250981.314192,0.001990,-0.001280,-0.001944
373424.750000,3509420.646440,779164.505954,5250981.314173,0.001943,-0.001422,-0.001850
373424.760000,3509420.646459,779164.505940,5250981.314154,0.001913,-0.001399,-0.001869
373424.770000,3509420.646478,779164.505926,5250981.314135,0.001844,-0.001456,-0.001872
373424.780000,3509420.646497,779164.505911,5250981.314116,0.001825,-0.001515,-0.001919
373424.790000,3509420.646515,779164.505896,5250981.314098,0.001816,-0.001492,-0.001826
373424.800000,3509420.646533,779164.505881,5250981.314079,0.001902,-0.001493,-0.001807
373424.810000,3509420.646552,779164.505866,5250981.314061,0.001886,-0.001524,-0.001879
373424.820000,3509420.646571,779164.505851,5250981.314043,0.001913,-0.001576,-0.001766
373424.830000,3509420.646590,779164.505834,5250981.314025,0.001896,-0.001696,-0.001705
373424.840000,3509420.646609,779164.505817,5250981.314008,0.001871,-0.001709,-0.001853
373424.850000,3509420.646628,779164.505800,5250981.313989,0.001836,-0.001738,-0.001916
373424.860000,3509420.646646,779164.505783,5250981.313970,0.001811,-0.001724,-0.001889
373424.870000,3509420.646664,779164.505765,5250981.313951,0.001752,-0.001730,-0.001936
373424.880000,3509420.646681,779164.505748,5250981.313931,0.001756,-0.001688,-0.001930
373424.890000,3509420.646699,779164.505731,5250981.313912,0.001702,-0.001666,-0.001893
373424.900000,3509420.646716,779164.505715,5250981.313894,0.001783,-0.001594,-0.001836
373424.910000,3509420.646734,779164.505699,5250981.313875,0.001834,-0.001602,-0.001906
373424.920000,3509420.646752,779164.505683,5250981.313856,0.001769,-0.001556,-0.001896
373424.930000,3509420.646770,779164.505668,5250981.313837,0.001777,-0.001519,-0.001866
373424.940000,3509420.646788,779164.505653,5250981.313818,0.001804,-0.001582,-0.001899
373424.950000,3509420.646806,779164.505636,5250981.313800,0.001799,-0.001638,-0.001824
373424.960000,3509420.646824,779164.505620,5250981.313782,0.001785,-0.001686,-0.001740
373424.970000,3509420.646841,779164.505602,5250981.313764,0.001732,-0.001828,-0.001768
373424.980000,3509420.646858,779164.505583,5250981.313746,0.001712,-0.001955,-0.001801
373424.990000,3509420.646876,779164.505564,5250981.313729,0.001815,-0.001968,-0.001752
373425.000000,3509420.646895,779164.505544,5250981.313711,0.001886,-0.001990,-0.001706
373425.010000,3509420.646914,779164.505524,5250981.313694,0.001961,-0.002062,-0.001670
373425.020000,3509420.646933,779164.505503,5250981.313678,0.001895,-0.002043,-0.001699
373425.030000,3509420.646952,779164.505482,5250981.313660,0.001862,-0.002092,-0.001764
373425.040000,3509420.646970,779164.505461,5250981.313642,0.001845,-0.002121,-0.001805
373425.050000,3509420.646989,779164.505440,5250981.313625,0.001873,-0.002184,-0.001787
373425.060000,3509420.647008,779164.505418,5250981.313607,0.001851,-0.002196,-0.001730
373425.070000,3509420.647026,779164.505396,5250981.313590,0.001790,-0.002190,-0.001690
373425.080000,3509420.647044,779164.505374,5250981.313572,0.001841,-0.002155,-0.001839
373425.090000,3509420.647063,779164.505353,5250981.313554,0.001893,-0.002180,-0.001779
373425.100000,3509420.647081,779164.505331,5250981.313536,0.001870,-0.002223,-0.001743
373425.110000,3509420.647100,779164.505308,5250981.313519,0.001784,-0.002214,-0.001822
373425.120000,3509420.647118,779164.505286,5250981.313501,0.001769,-0.002211,-0.001800
373425.130000,3509420.647135,779164.505264,5250981.313482,0.001688,-0.002243,-0.001858
373425.140000,3509420.647151,779164.505242,5250981.313464,0.001646,-0.002189,-0.001875
373425.150000,3509420.647168,779164.505220,5250981.313445,0.001599,-0.002178,-0.001797
373425.160000,3509420.647183,779164.505198,5250981.313427,0.001554,-0.002224,-0.001881
373425.170000,3509420.647199,779164.505176,5250981.313409,0.001553,-0.002273,-0.001784
373425.180000,3509420.647215,779164.505152,5250981.313391,0.001547,-0.002359,-0.001809
373425.190000,3509420.647230,779164.505129,5250981.313372,0.001465,-0.002381,-0.001867
373425.200000,3509420.647244,779164.505104,5250981.313354,0.001386,-0.002566,-0.001747
373425.210000,3509420.647257,779164.505078,5250981.313337,0.001313,-0.002539,-0.001715
373425.220000,3509420.647271,779164.505053,5250981.313320,0.001334,-0.002590,-0.001738
373425.230000,3509420.647284,779164.505027,5250981.313302,0.001275,-0.002572,-0.001794
373425.240000,3509420.647296,779164.505002,5250981.313284,0.001285,-0.002423,-0.001763
373425.250000,3509420.647309,779164.504978,5250981.313266,0.001319,-0.002444,-0.001810
373425.260000,3509420.647322,779164.504953,5250981.313248,0.001209,-0.002497,-0.001835
373425.270000,3509420.647334,779164.504928,5250981.313230,0.001178,-0.002526,-0.001834
373425.280000,3509420.647346,779164.504903,5250981.313211,0.001148,-0.002488,-0.001869
373425.290000,3509420.647357,779164.504877,5250981.313192,0.001133,-0.002576,-0.001944
373425.300000,3509420.647368,779164.504851,5250981.313173,0.001119,-0.002627,-0.001943
373425.310000,3509420.647379,779164.504825,5250981.313154,0.001079,-0.002668,-0.001789
373425.320000,3509420.647390,779164.504798,5250981.313136,0.001092,-0.002697,-0.001763
373425.330000,3509420.647401,779164.504771,5250981.313119,0.001000,-0.002683,-0.001716
373425.340000,3509420.647410,779164.504744,5250981.313102,0.000982,-0.002725,-0.001683
373425.350000,3509420.647420,779164.504717,5250981.313085,0.000983,-0.002701,-0.001689
373425.360000,3509420.647430,779164.504690,5250981.313068,0.000860,-0.002750,-0.001697
373425.370000,3509420.647438,779164.504663,5250981.313051,0.000851,-0.002654,-0.001671
373425.380000,3509420.647447,779164.504636,5250981.313034,0.000863,-0.002710,-0.001709
373425.390000,3509420.647455,779164.504609,5250981.313017,0.000893,-0.002691,-0.001796
373425.400000,3509420.647464,779164.504582,5250981.312998,0.000763,-0.002679,-0.001916
373425.410000,3509420.647471,779164.504555,5250981.312979,0.000739,-0.002741,-0.001885
373425.420000,3509420.647479,779164.504528,5250981.312961,0.000722,-0.002678,-0.001833
373425.430000,3509420.647486,779164.504501,5250981.312942,0.000762,-0.002700,-0.001796
373425.440000,3509420.647493,779164.504474,5250981.312925,0.000701,-0.002791,-0.001685
373425.450000,3509420.647501,779164.504445,5250981.312909,0.000751,-0.002868,-0.001627
373425.460000,3509420.647508,779164.504416,5250981.312892,0.000801,-0.002940,-0.001671
373425.470000,3509420.647516,779164.504387,5250981.312875,0.000833,-0.002893,-0.001704
373425.480000,3509420.647525,779164.504358,5250981.312859,0.000861,-0.002996,-0.001556
373425.490000,3509420.647534,779164.504328,5250981.312843,0.000904,-0.003019,-0.001526
373425.500000,3509420.647543,779164.504297,5250981.312828,0.000909,-0.003050,-0.001568
373425.510000,3509420.647552,779164.504267,5250981.312812,0.000916,-0.002957,-0.001667
373425.520000,3509420.647562,779164.504238,5250981.312795,0.001034,-0.002972,-0.001717
373425.530000,3509420.647572,779164.504207,5250981.312778,0.001056,-0.003080,-0.001673
373425.540000,3509420.647583,779164.504176,5250981.312761,0.001062,-0.003109,-0.001646
373425.550000,3509420.647593,779164.504145,5250981.312745,0.001077,-0.003179,-0.001548
373425.560000,3509420.647604,779164.504113,5250981.312730,0.001028,-0.003173,-0.001442
373425.570000,3509420.647614,779164.504081,5250981.312716,0.000967,-0.003203,-0.001426
373425.580000,3509420.647623,779164.504049,5250981.312702,0.000789,-0.003273,-0.001361
373425.590000,3509420.647630,779164.504016,5250981.312689,0.000721,-0.003251,-0.001293
373425.600000,3509420.647637,779164.503984,5250981.312676,0.000633,-0.003283,-0.001376
373425.610000,3509420.647643,779164.503951,5250981.312661,0.000588,-0.003274,-0.001453
373425.620000,3509420.647648,779164.503918,5250981.312647,0.000481,-0.003321,-0.001442
373425.630000,3509420.647653,779164.503884,5250981.312633,0.000473,-0.003442,-0.001400
373425.640000,3509420.647658,779164.503849,5250981.312618,0.000445,-0.003490,-0.001452
373425.650000,3509420.647662,779164.503814,5250981.312603,0.000342,-0.003562,-0.001535
373425.660000,3509420.647665,779164.503778,5250981.312588,0.000267,-0.003590,-0.001566
373425.670000,3509420.647668,779164.503742,5250981.312572,0.000298,-0.003617,-0.001654
373425.680000,3509420.647671,779164.503706,5250981.312555,0.000314,-0.003559,-0.001707
373425.690000,3509420.647674,779164.503671,5250981.312538,0.000360,-0.003573,-0.001685
373425.700000,3509420.647678,779164.503635,5250981.312521,0.000430,-0.003556,-0.001667
373425.710000,3509420.647683,779164.503600,5250981.312505,0.000484,-0.003524,-0.001637
373425.720000,3509420.647687,779164.503564,5250981.312489,0.000466,-0.003635,-0.001591
373425.730000,3509420.647692,779164.503527,5250981.312473,0.000389,-0.003737,-0.001563
373425.740000,3509420.647695,779164.503490,5250981.312457,0.000381,-0.003742,-0.001628
373425.750000,3509420.647699,779164.503452,5250981.312440,0.000312,-0.003810,-0.001687
373425.760000,3509420.647701,779164.503414,5250981.312424,0.000183,-0.003823,-0.001635
373425.770000,3509420.647703,779164.503376,5250981.312407,0.000176,-0.003789,-0.001717
373425.780000,3509420.647705,779164.503338,5250981.312390,0.000178,-0.003777,-0.001774
373425.790000,3509420.647707,779164.503300,5250981.312372,0.000169,-0.003861,-0.001713
373425.800000,3509420.647709,779164.503261,5250981.312355,0.000196,-0.003843,-0.001631
373425.810000,3509420.647710,779164.503223,5250981.312340,0.000183,-0.003817,-0.001540
373425.820000,3509420.647712,779164.503184,5250981.312324,0.000073,-0.003877,-0.001568
373425.830000,3509420.647712,779164.503145,5250981.312308,-0.000058,-0.003955,-0.001555
373425.840000,3509420.647711,779164.503105,5250981.312293,-0.000028,-0.004000,-0.001542
373425.850000,3509420.647711,779164.503065,5250981.312278,-0.000139,-0.004035,-0.001507
373425.860000,3509420.647709,779164.503025,5250981.312263,-0.000257,-0.003954,-0.001403
373425.870000,3509420.647706,779164.502986,5250981.312249,-0.000225,-0.003965,-0.001331
373425.880000,3509420.647705,779164.502946,5250981.312236,-0.000092,-0.003960,-0.001425
373425.890000,3509420.647703,779164.502907,5250981.312221,-0.000196,-0.003945,-0.001427
373425.900000,3509420.647701,779164.502867,5250981.312207,-0.000242,-0.004037,-0.001423
373425.910000,3509420.647699,779164.502826,5250981.312193,-0.000211,-0.004057,-0.001454
373425.920000,3509420.647697,779164.502785,5250981.312178,-0.000204,-0.004090,-0.001516
373425.930000,3509420.647694,779164.502744,5250981.312163,-0.000207,-0.004116,-0.001532
373425.940000,3509420.647693,779164.502703,5250981.312148,-0.000177,-0.004073,-0.001421
373425.950000,3509420.647691,779164.502663,5250981.312134,-0.000164,-0.004062,-0.001310
373425.960000,3509420.647689,779164.502622,5250981.312122,-0.000208,-0.004172,-0.001238
373425.970000,3509420.647686,779164.502580,5250981.312109,-0.000306,-0.004180,-0.001218
373425.980000,3509420.647683,779164.502538,5250981.312097,-0.000386,-0.004173,-0.001200
373425.990000,3509420.647679,779164.502496,5250981.312085,-0.000400,-0.004226,-0.001287
373426.000000,3509420.647675,779164.502453,5250981.312072,-0.000400,-0.004339,-0.001328
373426.010000,3509420.647671,779164.502410,5250981.312058,-0.000403,-0.004362,-0.001472
373426.020000,3509420.647667,779164.502366,5250981.312043,-0.000451,-0.004315,-0.001480
373426.030000,3509420.647662,779164.502324,5250981.312028,-0.000509,-0.004246,-0.001493
373426.040000,3509420.647657,779164.502281,5250981.312014,-0.000556,-0.004238,-0.001388
373426.050000,3509420.647651,779164.502239,5250981.312000,-0.000549,-0.004266,-0.001367
373426.060000,3509420.647645,779164.502196,5250981.311986,-0.000653,-0.004316,-0.001431
373426.070000,3509420.647638,779164.502153,5250981.311972,-0.000726,-0.004317,-0.001404
373426.080000,3509420.647631,779164.502110,5250981.311957,-0.000736,-0.004299,-0.001440
373426.090000,3509420.647624,779164.502066,5250981.311943,-0.000651,-0.004367,-0.001435
373426.100000,3509420.647617,779164.502023,5250981.311930,-0.000721,-0.004331,-0.001250
373426.110000,3509420.647609,779164.501979,5250981.311918,-0.000802,-0.004387,-0.001144
373426.120000,3509420.647602,779164.501935,5250981.311906,-0.000770,-0.004428,-0.001156
373426.130000,3509420.647593,779164.501891,5250981.311895,-0.000870,-0.004444,-0.001172
373426.140000,3509420.647585,779164.501846,5250981.311883,-0.000896,-0.004471,-0.001093
373426.150000,3509420.647575,779164.501801,5250981.311872,-0.000969,-0.004451,-0.001101
373426.160000,3509420.647565,779164.501757,5250981.311861,-0.001047,-0.004512,-0.001098
373426.170000,3509420.647555,779164.501711,5250981.311851,-0.001065,-0.004637,-0.001032
373426.180000,3509420.647544,779164.501664,5250981.311841,-0.001159,-0.004685,-0.000971
373426.190000,3509420.647532,779164.501618,5250981.311831,-0.001126,-0.004675,-0.000976
373426.200000,3509420.647521,779164.501571,5250981.311821,-0.001158,-0.004673,-0.000960
373426.210000,3509420.647509,779164.501524,5250981.311812,-0.001181,-0.004687,-0.000828
373426.220000,3509420.647497,779164.501477,5250981.311804,-0.001289,-0.004649,-0.000802
373426.230000,3509420.647483,779164.501431,5250981.311796,-0.001375,-0.004708,-0.000881
373426.240000,3509420.647469,779164.501383,5250981.311787,-0.001491,-0.004798,-0.000921
373426.250000,3509420.647454,779164.501335,5250981.311777,-0.001483,-0.004846,-0.000932
373426.260000,3509420.647439,779164.501286,5250981.311768,-0.001557,-0.004864,-0.000932
373426.270000,3509420.647423,779164.501237,5250981.311759,-0.001565,-0.004891,-0.000927
373426.280000,3509420.647407,779164.501189,5250981.311750,-0.001651,-0.004879,-0.000801
373426.290000,3509420.647391,779164.501140,5250981.311742,-0.001653,-0.004850,-0.000732
373426.300000,3509420.647374,779164.501091,5250981.311735,-0.001695,-0.004876,-0.000730
373426.310000,3509420.647357,779164.501043,5250981.311727,-0.001733,-0.004827,-0.000816
373426.320000,3509420.647340,779164.500995,5250981.311720,-0.001662,-0.004762,-0.000746
373426.330000,3509420.647323,779164.500947,5250981.311712,-0.001645,-0.004855,-0.000685
373426.340000,3509420.647307,779164.500898,5250981.311706,-0.001590,-0.004867,-0.000652
373426.350000,3509420.647291,779164.500849,5250981.311700,-0.001640,-0.004885,-0.000607
373426.360000,3509420.647274,779164.500800,5250981.311694,-0.001729,-0.004945,-0.000583
373426.370000,3509420.647256,779164.500751,5250981.311687,-0.001793,-0.004908,-0.000701
373426.380000,3509420.647238,779164.500702,5250981.311680,-0.001854,-0.004905,-0.000665
373426.390000,3509420.647220,779164.500653,5250981.311674,-0.001844,-0.004927,-0.000572
373426.400000,3509420.647201,779164.500603,5250981.311669,-0.001921,-0.005041,-0.000525
373426.410000,3509420.647181,779164.500552,5250981.311664,-0.001993,-0.005094,-0.000471
