GPSTime,X-ECEF,Y-ECEF,Z-ECEF,VX-ECEF,VY-ECEF,VZ-ECEF,bias_ax,bias_ay,bias_az,bias_gx,bias_gy,bias_gz,gnss_used,gnss_outage
372658.21000004763,3509427.026474962,779147.1163250795,5250993.460677023,2.3474653248786366e-05,4.975701059468781e-05,9.781386645508079e-05,-0.0001686797940988749,-1.7224177215217906e-05,0.0098734454185756,0.0015387732331153111,0.0013781310118925253,0.004624785326753861,False,False
372658.22000004764,3509427.0264753,779147.1163260733,5250993.460677564,4.413976884277927e-05,0.00014902101072850846,1.0408280636103588e-05,-0.0001686797940988749,-1.7224177215217906e-05,0.0098734454185756,0.0015387732331153111,0.0013781310118925253,0.004624785326753861,False,False
372658.23000004765,3509427.026475601,779147.1163271073,5250993.460677878,1.60179460484209e-05,5.7784451749311625e-05,5.230915922653982e-05,-0.0001686797940988749,-1.7224177215217906e-05,0.0098734454185756,0.0015387732331153111,0.0013781310118925253,0.004624785326753861,False,False
372658.24000004766,3509427.0264762337,779147.116327776,5250993.460678822,0.00011054256970383269,7.59635055748697e-05,0.00013647513144925545,-0.0001686797940988749,-1.7224177215217906e-05,0.0098734454185756,0.0015387732331153111,0.0013781310118925253,0.004624785326753861,False,False
372658.2500000477,3509427.026477498,779147.1163286285,5250993.460679272,0.0001422908474472258,9.4527885332651e-05,-4.6459806331915134e-05,-0.0001686797940988749,-1.7224177215217906e-05,0.0098734454185756,0.0015387732331153111,0.0013781310118925253,0.004624785326753861,False,False
372658.2600000477,3509427.026479163,779147.1163290424,5250993.46067837,0.00019074208678027338,-1.176092289658528e-05,-0.00013406364604482313,-0.0001686797940988749,-1.7224177215217906e-05,0.0098734454185756,0.0015387732331153111,0.0013781310118925253,0.004624785326753861,False,False
372658.27000004763,3509427.026481221,779147.1163287334,5250993.460677193,0.00022082270011477916,-5.002963666338497e-05,-0.00010128379622534455,-0.0001686797940988749,-1.7224177215217906e-05,0.0098734454185756,0.0015387732331153111,0.0013781310118925253,0.004624785326753861,False,False
372658.28000004764,3509427.026483537,779147.1163286655,5250993.460675444,0.00024242603407962547,3.645637150294549e-05,-0.0002483672207007456,-0.0001686797940988749,-1.7224177215217906e-05,0.0098734454185756,0.0015387732331153111,0.0013781310118925253,0.004624785326753861,False,False
372658.29000004765,3509427.026486016,779147.116328483,5250993.460673247,0.00025332757246598306,-7.295518351612405e-05,-0.00019106003095270546,-0.0001686797940988749,-1.7224177215217906e-05,0.0098734454185756,0.0015387732331153111,0.0013781310118925253,0.004624785326753861,False,False
372658.30000004766,3509427.018180896,779147.2195304432,5250993.279886321,0.0631101502728266,0.676943214647823,-0.2669580377304103,-0.00016946458254977432,-8.260132882795569e-05,0.009876438232066449,0.001539106927761123,0.0013781105324039017,0.0046247916861906204,True,False
372658.31000004767,3509427.018811465,779147.2263002542,5250993.277216266,0.06300359700848344,0.6770190028971577,-0.26705301151193706,-0.00016946458254977432,-8.260132882795569e-05,0.009876438232066449,0.001539106927761123,0.0013781105324039017,0.0046247916861906204,False,False
372658.3200000477,3509427.0194412735,779147.2330706713,5250993.274545926,0.0629581495766622,0.6770644132372725,-0.2670150192708396,-0.00016946458254977432,-8.260132882795569e-05,0.009876438232066449,0.001539106927761123,0.0013781105324039017,0.0046247916861906204,False,False
372658.3300000477,3509427.0200716984,779147.2398418342,5250993.271875636,0.0631268012081925,0.6771681479998319,-0.2670429754442949,-0.00016946458254977432,-8.260132882795569e-05,0.009876438232066449,0.001539106927761123,0.0013781105324039017,0.0046247916861906204,False,False
372658.34000004764,3509427.0207024748,779147.2466138607,5250993.269204445,0.06302852171791651,0.6772371772275332,-0.2671951824404188,-0.00016946458254977432,-8.260132882795569e-05,0.009876438232066449,0.001539106927761123,0.0013781105324039017,0.0046247916861906204,False,False
372658.35000004765,3509427.0213324204,779147.2533861573,5250993.266532306,0.06296060732277027,0.6772221427705524,-0.26723278872607753,-0.00016946458254977432,-8.260132882795569e-05,0.009876438232066449,0.001539106927761123,0.0013781105324039017,0.0046247916861906204,False,False
372658.36000004766,3509427.0219623633,779147.2601584081,5250993.263860376,0.06302793855781068,0.6772280107223995,-0.2671531883364525,-0.00016946458254977432,-8.260132882795569e-05,0.009876438232066449,0.001539106927761123,0.0013781105324039017,0.0046247916861906204,False,False
372658.37000004767,3509427.0225920095,779147.2669312096,5250993.2611888535,0.06290132088116857,0.6773322880600111,-0.26715119722019015,-0.00016946458254977432,-8.260132882795569e-05,0.009876438232066449,0.001539106927761123,0.0013781105324039017,0.0046247916861906204,False,False
372658.3800000477,3509427.0232212073,779147.273704867,5250993.258517338,0.06293823091949059,0.6773991817751693,-0.26715191276380845,-0.00016946458254977432,-8.260132882795569e-05,0.009876438232066449,0.001539106927761123,0.0013781105324039017,0.0046247916861906204,False,False
372658.3900000477,3509427.0238507045,779147.2804784785,5250993.255846151,0.06296121065317105,0.6773231331888909,-0.26708545544416873,-0.00016946458254977432,-8.260132882795569e-05,0.009876438232066449,0.001539106927761123,0.0013781105324039017,0.0046247916861906204,False,False
372658.40000004764,3509428.39924146,779147.5414491711,5250993.132809658,0.02798400341984801,0.5661447770719792,-0.2577721357804576,-0.0010339731942725211,0.033265116444453735,0.14065105959932708,0.0009707823568980343,0.0014555403494829922,0.0046134777251692575,True,False
372658.41000004765,3509428.399505878,779147.5470560022,5250993.130238168,0.02489955438373739,0.5552214311233686,-0.25652581430290905,-0.0010339731942725211,0.033265116444453735,0.14065105959932708,0.0009707823568980343,0.0014555403494829922,0.0046134777251692575,False,False
372658.42000004766,3509428.399739498,779147.5525549272,5250993.127679333,0.021824402954518145,0.544563561979565,-0.25524122060406407,-0.0010339731942725211,0.033265116444453735,0.14065105959932708,0.0009707823568980343,0.0014555403494829922,0.0046134777251692575,False,False
372658.43000004767,3509428.399941792,779147.5579467835,5250993.1251333235,0.01863435451274851,0.5338076937105881,-0.25396068753185946,-0.0010339731942725211,0.033265116444453735,0.14065105959932708,0.0009707823568980343,0.0014555403494829922,0.0046134777251692575,False,False
372658.4400000477,3509428.400112673,779147.5632305222,5250993.122599945,0.015541964041196881,0.5229400484738574,-0.2527149373590749,-0.0010339731942725211,0.033265116444453735,0.14065105959932708,0.0009707823568980343,0.0014555403494829922,0.0046134777251692575,False,False
372658.4500000477,3509428.400252741,779147.5684060797,5250993.120079387,0.01247159708658223,0.5121714514551525,-0.25139673859187656,-0.0010339731942725211,0.033265116444453735,0.14065105959932708,0.0009707823568980343,0.0014555403494829922,0.0046134777251692575,False,False
372658.46000004763,3509428.4003616623,779147.5734743335,5250993.117571883,0.009312703217834338,0.5014793320419454,-0.2501040485371403,-0.0010339731942725211,0.033265116444453735,0.14065105959932708,0.0009707823568980343,0.0014555403494829922,0.0046134777251692575,False,False
